id,title,contaminante,nivel,value,fecha,year
220030122pm10,Roger de Flor,pm10,Buena,6,22-01-2003,2003
720030122no2,Jaime Ferran,no2,Buena,27,22-01-2003,2003
420030122no2,Miguel Servet,no2,Razonablemente buena,67,22-01-2003,2003
420030122co,Miguel Servet,co,Buena,1,22-01-2003,2003
320030122so2,El Paraninfo,so2,Buena,40,22-01-2003,2003
620030123so2,Avenida de Navarra,so2,Buena,21,23-01-2003,2003
620030123pm10,Avenida de Navarra,pm10,Razonablemente buena,33,23-01-2003,2003
720030123so2,Jaime Ferran,so2,Buena,3,23-01-2003,2003
720030123co,Jaime Ferran,co,Buena,0.5,23-01-2003,2003
420030123so2,Miguel Servet,so2,Buena,21,23-01-2003,2003
320030123no2,El Paraninfo,no2,Razonablemente buena,63,23-01-2003,2003
320030123o3,El Paraninfo,o3,Buena,24,23-01-2003,2003
220030124o3,Roger de Flor,o3,Buena,10,24-01-2003,2003
920080104co,Las Fuentes,co,Buena,0.6,04-01-2008,2008
120080105o3,El Picarral,o3,Buena,2,05-01-2008,2008
220080105co,Roger de Flor,co,Buena,1,05-01-2008,2008
920080208pm10,Las Fuentes,pm10,Desfavorable,99,08-02-2008,2008
920080208co,Las Fuentes,co,Buena,0.4,08-02-2008,2008
920080208o3,Las Fuentes,o3,Buena,13,08-02-2008,2008
120080209pm10,El Picarral,pm10,Desfavorable,69,09-02-2008,2008
1020080209co,Centro,co,Buena,0.5,09-02-2008,2008
120080210o3,El Picarral,o3,Buena,25,10-02-2008,2008
620080215pm10,Avenida de Navarra,pm10,Desfavorable,99,15-02-2008,2008
620080215no2,Avenida de Navarra,no2,Razonablemente buena,88,15-02-2008,2008
720080215no2,Jaime Ferran,no2,Razonablemente buena,54,15-02-2008,2008
720080215co,Jaime Ferran,co,Buena,0.5,15-02-2008,2008
720080215o3,Jaime Ferran,o3,Buena,22,15-02-2008,2008
1020080215o3,Centro,o3,Buena,25,15-02-2008,2008
720080216so2,Jaime Ferran,so2,Buena,7,16-02-2008,2008
720080216no2,Jaime Ferran,no2,Buena,33,16-02-2008,2008
720080216co,Jaime Ferran,co,Buena,0.4,16-02-2008,2008
820080216so2,Renovales,so2,Buena,8,16-02-2008,2008
920080217no2,Las Fuentes,no2,Buena,20,17-02-2008,2008
920080217o3,Las Fuentes,o3,Razonablemente buena,56,17-02-2008,2008
820080217no2,Renovales,no2,Buena,24,17-02-2008,2008
720080221no2,Jaime Ferran,no2,Razonablemente buena,46,21-02-2008,2008
620080222o3,Avenida de Navarra,o3,Buena,4,22-02-2008,2008
920080222o3,Las Fuentes,o3,Buena,11,22-02-2008,2008
820080222so2,Renovales,so2,Buena,6,22-02-2008,2008
820080222pm10,Renovales,pm10,Desfavorable,73,22-02-2008,2008
120080223pm10,El Picarral,pm10,Desfavorable,99,23-02-2008,2008
120080223o3,El Picarral,o3,Buena,17,23-02-2008,2008
920080223o3,Las Fuentes,o3,Buena,27,23-02-2008,2008
120080224no2,El Picarral,no2,Buena,34,24-02-2008,2008
220080224so2,Roger de Flor,so2,Buena,6,24-02-2008,2008
220080224co,Roger de Flor,co,Buena,0.4,24-02-2008,2008
820071112pm10,Renovales,pm10,Desfavorable,56,12-11-2007,2007
820080828so2,Renovales,so2,Buena,2,28-08-2008,2008
820080828o3,Renovales,o3,Razonablemente buena,76,28-08-2008,2008
720080827sh2,Jaime Ferran,sh2,Buena,1,27-08-2008,2008
620080829pm10,Avenida de Navarra,pm10,Desfavorable,68,29-08-2008,2008
620080829o3,Avenida de Navarra,o3,Buena,15,29-08-2008,2008
820080829so2,Renovales,so2,Buena,3,29-08-2008,2008
120080713no2,El Picarral,no2,Buena,7,13-07-2008,2008
920080713pm10,Las Fuentes,pm10,Buena,19,13-07-2008,2008
920080713o3,Las Fuentes,o3,Buena,47,13-07-2008,2008
620080718so2,Avenida de Navarra,so2,Buena,3,18-07-2008,2008
720080718no2,Jaime Ferran,no2,Buena,22,18-07-2008,2008
720080718co,Jaime Ferran,co,Buena,0.3,18-07-2008,2008
720080718sh2,Jaime Ferran,sh2,Buena,1,18-07-2008,2008
820080718so2,Renovales,so2,Buena,2,18-07-2008,2008
620080801o3,Avenida de Navarra,o3,Buena,29,01-08-2008,2008
920080801o3,Las Fuentes,o3,Buena,50,01-08-2008,2008
920080802pm10,Las Fuentes,pm10,Razonablemente buena,36,02-08-2008,2008
920080802o3,Las Fuentes,o3,Buena,47,02-08-2008,2008
820080802pm10,Renovales,pm10,Razonablemente buena,34,02-08-2008,2008
120080803co,El Picarral,co,Buena,0.2,03-08-2008,2008
120080803o3,El Picarral,o3,Razonablemente buena,52,03-08-2008,2008
120080803sh2,El Picarral,sh2,Razonablemente buena,17,03-08-2008,2008
920080803pm10,Las Fuentes,pm10,Razonablemente buena,31,03-08-2008,2008
220080803no2,Roger de Flor,no2,Buena,15,03-08-2008,2008
720050126o3,Jaime Ferran,o3,Buena,29,26-01-2005,2005
820050126o3,Renovales,o3,Buena,44,26-01-2005,2005
620050127no2,Avenida de Navarra,no2,Razonablemente buena,47,27-01-2005,2005
420050127pm10,Miguel Servet,pm10,Razonablemente buena,25,27-01-2005,2005
820050127pm10,Renovales,pm10,Buena,14,27-01-2005,2005
820050127co,Renovales,co,"",0.3,27-01-2005,2005
420050128pm10,Miguel Servet,pm10,Razonablemente buena,22,28-01-2005,2005
220050128o3,Roger de Flor,o3,Buena,19,28-01-2005,2005
420050129no2,Miguel Servet,no2,Razonablemente buena,44,29-01-2005,2005
120050130no2,El Picarral,no2,Buena,31,30-01-2005,2005
220050130no2,Roger de Flor,no2,Buena,36,30-01-2005,2005
720050131pm10,Jaime Ferran,pm10,Desfavorable,55,31-01-2005,2005
820050201no2,Renovales,no2,Buena,22,01-02-2005,2005
620050202so2,Avenida de Navarra,so2,Buena,23,02-02-2005,2005
720050202no2,Jaime Ferran,no2,Razonablemente buena,43,02-02-2005,2005
720050202sh2,Jaime Ferran,sh2,Buena,3,02-02-2005,2005
820050202so2,Renovales,so2,Buena,6,02-02-2005,2005
820050202o3,Renovales,o3,Razonablemente buena,58,02-02-2005,2005
420050203so2,Miguel Servet,so2,Buena,9,03-02-2005,2005
820050203no2,Renovales,no2,Buena,27,03-02-2005,2005
820050203o3,Renovales,o3,Razonablemente buena,54,03-02-2005,2005
720050204pm10,Jaime Ferran,pm10,Desfavorable,65,04-02-2005,2005
720050204no2,Jaime Ferran,no2,Razonablemente buena,62,04-02-2005,2005
720050204co,Jaime Ferran,co,"",0.7,04-02-2005,2005
320050204so2,El Paraninfo,so2,Buena,27,04-02-2005,2005
820050204no2,Renovales,no2,Razonablemente buena,50,04-02-2005,2005
820050204co,Renovales,co,"",0.6,04-02-2005,2005
720050205so2,Jaime Ferran,so2,Buena,6,05-02-2005,2005
320050205no2,El Paraninfo,no2,Razonablemente buena,73,05-02-2005,2005
620050207no2,Avenida de Navarra,no2,Razonablemente buena,69,07-02-2005,2005
720050207no2,Jaime Ferran,no2,Razonablemente buena,55,07-02-2005,2005
120050208pm10,El Picarral,pm10,Razonablemente buena,36,08-02-2005,2005
120050208no2,El Picarral,no2,Regular,103,08-02-2005,2005
320050208pm10,El Paraninfo,pm10,Razonablemente buena,35,08-02-2005,2005
720050209pm10,Jaime Ferran,pm10,Razonablemente buena,38,09-02-2005,2005
720050209no2,Jaime Ferran,no2,Razonablemente buena,57,09-02-2005,2005
220050209so2,Roger de Flor,so2,Buena,15,09-02-2005,2005
120050210sh2,El Picarral,sh2,Buena,11,10-02-2005,2005
220050210so2,Roger de Flor,so2,Buena,15,10-02-2005,2005
620050211o3,Avenida de Navarra,o3,Buena,11,11-02-2005,2005
820050211no2,Renovales,no2,Razonablemente buena,47,11-02-2005,2005
820050211o3,Renovales,o3,Buena,33,11-02-2005,2005
120050212no2,El Picarral,no2,Razonablemente buena,63,12-02-2005,2005
220050212so2,Roger de Flor,so2,Buena,16,12-02-2005,2005
220050212co,Roger de Flor,co,"",0.9,12-02-2005,2005
220050213so2,Roger de Flor,so2,Buena,15,13-02-2005,2005
120020401o3,El Picarral,o3,Buena,24,01-04-2002,2002
420020401no2,Miguel Servet,no2,Desfavorable,121,01-04-2002,2002
320020401so2,El Paraninfo,so2,Buena,24,01-04-2002,2002
120020402pm10,El Picarral,pm10,Razonablemente buena,35,02-04-2002,2002
220020327pm10,Roger de Flor,pm10,Razonablemente buena,33,27-03-2002,2002
620020327pm10,Avenida de Navarra,pm10,Desfavorable,64,27-03-2002,2002
720020327so2,Jaime Ferran,so2,Buena,12,27-03-2002,2002
720020327no2,Jaime Ferran,no2,Razonablemente buena,69,27-03-2002,2002
120020327pm10,El Picarral,pm10,Regular,43,27-03-2002,2002
420020327so2,Miguel Servet,so2,Buena,34,27-03-2002,2002
420020327pm10,Miguel Servet,pm10,Desfavorable,65,27-03-2002,2002
220020328no2,Roger de Flor,no2,Razonablemente buena,47,28-03-2002,2002
120020328pm10,El Picarral,pm10,Razonablemente buena,34,28-03-2002,2002
320020328o3,El Paraninfo,o3,Razonablemente buena,59,28-03-2002,2002
220020329no2,Roger de Flor,no2,Buena,39,29-03-2002,2002
720020329co,Jaime Ferran,co,Buena,1,29-03-2002,2002
520020329so2,Luis Vives,so2,Buena,8,29-03-2002,2002
520020329no2,Luis Vives,no2,Razonablemente buena,50,29-03-2002,2002
420020329pm10,Miguel Servet,pm10,Razonablemente buena,29,29-03-2002,2002
320020329so2,El Paraninfo,so2,Buena,20,29-03-2002,2002
320020329co,El Paraninfo,co,Buena,1,29-03-2002,2002
720020330so2,Jaime Ferran,so2,Buena,6,30-03-2002,2002
520020330co,Luis Vives,co,Buena,1,30-03-2002,2002
420020330so2,Miguel Servet,so2,Buena,21,30-03-2002,2002
420020330pm10,Miguel Servet,pm10,Razonablemente buena,30,30-03-2002,2002
420020330o3,Miguel Servet,o3,Buena,22,30-03-2002,2002
220020403o3,Roger de Flor,o3,Buena,27,03-04-2002,2002
620020101so2,Avenida de Navarra,so2,Buena,29,01-01-2002,2002
620020101co,Avenida de Navarra,co,Buena,0.3,01-01-2002,2002
720020101no2,Jaime Ferran,no2,Buena,24,01-01-2002,2002
720020101sh2,Jaime Ferran,sh2,Buena,4,01-01-2002,2002
420020101co,Miguel Servet,co,Razonablemente buena,2,01-01-2002,2002
220020104co,Roger de Flor,co,Buena,1,04-01-2002,2002
220020104o3,Roger de Flor,o3,Buena,7,04-01-2002,2002
520020104no2,Luis Vives,no2,Razonablemente buena,60,04-01-2002,2002
420020104pm10,Miguel Servet,pm10,Regular,45,04-01-2002,2002
320020104pm10,El Paraninfo,pm10,Buena,20,04-01-2002,2002
620020105so2,Avenida de Navarra,so2,Buena,30,05-01-2002,2002
720020105co,Jaime Ferran,co,Buena,1,05-01-2002,2002
420020105so2,Miguel Servet,so2,Buena,21,05-01-2002,2002
220020111o3,Roger de Flor,o3,Buena,8,11-01-2002,2002
620020111no2,Avenida de Navarra,no2,Razonablemente buena,72,11-01-2002,2002
420020111no2,Miguel Servet,no2,Razonablemente buena,81,11-01-2002,2002
420020111co,Miguel Servet,co,Razonablemente buena,2,11-01-2002,2002
320020111o3,El Paraninfo,o3,Buena,6,11-01-2002,2002
620020112pm10,Avenida de Navarra,pm10,Desfavorable,60,12-01-2002,2002
620020112co,Avenida de Navarra,co,Razonablemente buena,2,12-01-2002,2002
720020112pm10,Jaime Ferran,pm10,Regular,47,12-01-2002,2002
720020112o3,Jaime Ferran,o3,Buena,27,12-01-2002,2002
120020112co,El Picarral,co,Buena,1,12-01-2002,2002
420020112pm10,Miguel Servet,pm10,Desfavorable,59,12-01-2002,2002
320020118pm10,El Paraninfo,pm10,Desfavorable,57,18-01-2002,2002
320020118co,El Paraninfo,co,Razonablemente buena,2,18-01-2002,2002
320020118o3,El Paraninfo,o3,Buena,6,18-01-2002,2002
720020119pm10,Jaime Ferran,pm10,Muy Desfavorable,107,19-01-2002,2002
720020119no2,Jaime Ferran,no2,Razonablemente buena,56,19-01-2002,2002
520020119co,Luis Vives,co,Razonablemente buena,2,19-01-2002,2002
420020119co,Miguel Servet,co,Buena,1,19-01-2002,2002
420020119o3,Miguel Servet,o3,Buena,8,19-01-2002,2002
820070623no2,Renovales,no2,Buena,16,23-06-2007,2007
820070623o3,Renovales,o3,Razonablemente buena,57,23-06-2007,2007
820070629pm10,Renovales,pm10,Razonablemente buena,37,29-06-2007,2007
920070701co,Las Fuentes,co,Buena,0.1,01-07-2007,2007
920070709co,Las Fuentes,co,Buena,0.1,09-07-2007,2007
820070709co,Renovales,co,Buena,0.1,09-07-2007,2007
920070716pm10,Las Fuentes,pm10,Desfavorable,56,16-07-2007,2007
220070716co,Roger de Flor,co,Buena,0.3,16-07-2007,2007
120070724pm10,El Picarral,pm10,Regular,42,24-07-2007,2007
920070724pm10,Las Fuentes,pm10,Regular,47,24-07-2007,2007
220070724no2,Roger de Flor,no2,Buena,28,24-07-2007,2007
120070729pm10,El Picarral,pm10,Razonablemente buena,36,29-07-2007,2007
120070729o3,El Picarral,o3,Buena,48,29-07-2007,2007
620070728co,Avenida de Navarra,co,Buena,0.2,28-07-2007,2007
1020070728no2,Centro,no2,Buena,19,28-07-2007,2007
820070728pm10,Renovales,pm10,Desfavorable,57,28-07-2007,2007
820070728no2,Renovales,no2,Buena,13,28-07-2007,2007
820070728co,Renovales,co,Buena,0.2,28-07-2007,2007
620070727so2,Avenida de Navarra,so2,Buena,2,27-07-2007,2007
620070727pm10,Avenida de Navarra,pm10,Desfavorable,89,27-07-2007,2007
720070727co,Jaime Ferran,co,Buena,0.2,27-07-2007,2007
920070727pm10,Las Fuentes,pm10,Desfavorable,73,27-07-2007,2007
920070727no2,Las Fuentes,no2,Buena,31,27-07-2007,2007
920070727co,Las Fuentes,co,Buena,0.2,27-07-2007,2007
820070727no2,Renovales,no2,Buena,17,27-07-2007,2007
120070809pm10,El Picarral,pm10,Razonablemente buena,40,09-08-2007,2007
120070809o3,El Picarral,o3,Razonablemente buena,60,09-08-2007,2007
120070809sh2,El Picarral,sh2,Buena,4,09-08-2007,2007
920070809co,Las Fuentes,co,Buena,0.2,09-08-2007,2007
1020070809o3,Centro,o3,Razonablemente buena,53,09-08-2007,2007
120070817sh2,El Picarral,sh2,Buena,4,17-08-2007,2007
1020070817no2,Centro,no2,Buena,23,17-08-2007,2007
1020070817co,Centro,co,Buena,0,17-08-2007,2007
920080420pm10,Las Fuentes,pm10,Buena,17,20-04-2008,2008
920080420o3,Las Fuentes,o3,Buena,45,20-04-2008,2008
220080429pm10,Roger de Flor,pm10,Razonablemente buena,39,29-04-2008,2008
220080429co,Roger de Flor,co,Buena,0.3,29-04-2008,2008
120080505no2,El Picarral,no2,Buena,19,05-05-2008,2008
1020080505so2,Centro,so2,Buena,2,05-05-2008,2008
1020080505no2,Centro,no2,Buena,30,05-05-2008,2008
1020080505co,Centro,co,Buena,0.3,05-05-2008,2008
220080505pm10,Roger de Flor,pm10,Regular,42,05-05-2008,2008
720080506co,Jaime Ferran,co,Buena,0.2,06-05-2008,2008
1020080506no2,Centro,no2,Buena,37,06-05-2008,2008
820080506no2,Renovales,no2,Buena,28,06-05-2008,2008
620080508co,Avenida de Navarra,co,Buena,0.5,08-05-2008,2008
720080508so2,Jaime Ferran,so2,Buena,2,08-05-2008,2008
720080508o3,Jaime Ferran,o3,Razonablemente buena,85,08-05-2008,2008
820080508no2,Renovales,no2,Buena,29,08-05-2008,2008
820080513co,Renovales,co,Buena,0.3,13-05-2008,2008
920080516so2,Las Fuentes,so2,Buena,2,16-05-2008,2008
920080517pm10,Las Fuentes,pm10,Razonablemente buena,29,17-05-2008,2008
220080517pm10,Roger de Flor,pm10,Razonablemente buena,29,17-05-2008,2008
220080518pm10,Roger de Flor,pm10,Buena,20,18-05-2008,2008
1020080630no2,Centro,no2,Buena,31,30-06-2008,2008
1020080630co,Centro,co,Buena,0.2,30-06-2008,2008
220080630o3,Roger de Flor,o3,Razonablemente buena,69,30-06-2008,2008
120080703o3,El Picarral,o3,Razonablemente buena,61,03-07-2008,2008
920080703o3,Las Fuentes,o3,Razonablemente buena,57,03-07-2008,2008
1020080703so2,Centro,so2,Buena,2,03-07-2008,2008
220080703so2,Roger de Flor,so2,Buena,4,03-07-2008,2008
220080703co,Roger de Flor,co,Buena,0.1,03-07-2008,2008
120071220no2,El Picarral,no2,Razonablemente buena,54,20-12-2007,2007
1020071224no2,Centro,no2,Razonablemente buena,44,24-12-2007,2007
1020071224co,Centro,co,Buena,0.6,24-12-2007,2007
220071224so2,Roger de Flor,so2,Buena,6,24-12-2007,2007
220071224pm10,Roger de Flor,pm10,Desfavorable,68,24-12-2007,2007
220071225no2,Roger de Flor,no2,Buena,34,25-12-2007,2007
620080104no2,Avenida de Navarra,no2,Razonablemente buena,65,04-01-2008,2008
720080104o3,Jaime Ferran,o3,Buena,9,04-01-2008,2008
720080104sh2,Jaime Ferran,sh2,Buena,8,04-01-2008,2008
1020080104co,Centro,co,Buena,0.6,04-01-2008,2008
820080104so2,Renovales,so2,Buena,4,04-01-2008,2008
820080104o3,Renovales,o3,Buena,14,04-01-2008,2008
620080105no2,Avenida de Navarra,no2,Razonablemente buena,69,05-01-2008,2008
620080106no2,Avenida de Navarra,no2,Razonablemente buena,60,06-01-2008,2008
920080110no2,Las Fuentes,no2,Buena,34,10-01-2008,2008
620080208so2,Avenida de Navarra,so2,Buena,21,08-02-2008,2008
1020080208co,Centro,co,Buena,0.6,08-02-2008,2008
820080208so2,Renovales,so2,Buena,9,08-02-2008,2008
820080208pm10,Renovales,pm10,Desfavorable,74,08-02-2008,2008
820080208no2,Renovales,no2,Buena,38,08-02-2008,2008
620080209co,Avenida de Navarra,co,Buena,0.9,09-02-2008,2008
720080209sh2,Jaime Ferran,sh2,Buena,8,09-02-2008,2008
920080209o3,Las Fuentes,o3,Buena,19,09-02-2008,2008
620080210pm10,Avenida de Navarra,pm10,Desfavorable,66,10-02-2008,2008
620080210o3,Avenida de Navarra,o3,Buena,9,10-02-2008,2008
720080210so2,Jaime Ferran,so2,Buena,4,10-02-2008,2008
720080210o3,Jaime Ferran,o3,Buena,35,10-02-2008,2008
820080210pm10,Renovales,pm10,Regular,42,10-02-2008,2008
620080214pm10,Avenida de Navarra,pm10,Desfavorable,86,14-02-2008,2008
620080214co,Avenida de Navarra,co,Buena,0.8,14-02-2008,2008
220051121no2,Roger de Flor,no2,Razonablemente buena,78,21-11-2005,2005
220051121o3,Roger de Flor,o3,Buena,11,21-11-2005,2005
120051122sh2,El Picarral,sh2,Buena,10,22-11-2005,2005
320051122co,El Paraninfo,co,Buena,1,22-11-2005,2005
720051124sh2,Jaime Ferran,sh2,Buena,3,24-11-2005,2005
320051125so2,El Paraninfo,so2,Buena,16,25-11-2005,2005
320051125co,El Paraninfo,co,Buena,1,25-11-2005,2005
720051126pm10,Jaime Ferran,pm10,Buena,13,26-11-2005,2005
320051126so2,El Paraninfo,so2,Buena,17,26-11-2005,2005
220020823no2,Roger de Flor,no2,Razonablemente buena,43,23-08-2002,2002
520020823pm10,Luis Vives,pm10,Buena,19,23-08-2002,2002
320020823so2,El Paraninfo,so2,Buena,7,23-08-2002,2002
320020823no2,El Paraninfo,no2,Razonablemente buena,77,23-08-2002,2002
320020823co,El Paraninfo,co,Buena,0.6,23-08-2002,2002
120020824no2,El Picarral,no2,Buena,18,24-08-2002,2002
120020824sh2,El Picarral,sh2,Buena,12,24-08-2002,2002
620020830so2,Avenida de Navarra,so2,Buena,6,30-08-2002,2002
120020830o3,El Picarral,o3,Buena,30,30-08-2002,2002
420020831co,Miguel Servet,co,Buena,0.8,31-08-2002,2002
620020917so2,Avenida de Navarra,so2,Buena,6,17-09-2002,2002
120020917no2,El Picarral,no2,Buena,31,17-09-2002,2002
220020913pm10,Roger de Flor,pm10,Razonablemente buena,39,13-09-2002,2002
220020913co,Roger de Flor,co,Buena,0.9,13-09-2002,2002
220020913o3,Roger de Flor,o3,Buena,44,13-09-2002,2002
520020913pm10,Luis Vives,pm10,Buena,20,13-09-2002,2002
720020914so2,Jaime Ferran,so2,Buena,8,14-09-2002,2002
720020914pm10,Jaime Ferran,pm10,Razonablemente buena,38,14-09-2002,2002
720020914co,Jaime Ferran,co,Buena,0.5,14-09-2002,2002
720020914sh2,Jaime Ferran,sh2,Buena,3,14-09-2002,2002
620020918co,Avenida de Navarra,co,Razonablemente buena,1.3,18-09-2002,2002
120020918no2,El Picarral,no2,Buena,35,18-09-2002,2002
220020919pm10,Roger de Flor,pm10,Razonablemente buena,30,19-09-2002,2002
220070213no2,Roger de Flor,no2,Razonablemente buena,54,13-02-2007,2007
220061029co,Roger de Flor,co,Buena,0.4,29-10-2006,2006
220061029o3,Roger de Flor,o3,Buena,17,29-10-2006,2006
120061106co,El Picarral,co,Buena,0.4,06-11-2006,2006
120030124pm10,El Picarral,pm10,Razonablemente buena,24,24-01-2003,2003
120030124co,El Picarral,co,Buena,0.8,24-01-2003,2003
420030124so2,Miguel Servet,so2,Buena,19,24-01-2003,2003
620030125pm10,Avenida de Navarra,pm10,Razonablemente buena,34,25-01-2003,2003
620030125co,Avenida de Navarra,co,Razonablemente buena,1.5,25-01-2003,2003
620030125o3,Avenida de Navarra,o3,Buena,34,25-01-2003,2003
220030126no2,Roger de Flor,no2,Buena,29,26-01-2003,2003
720030126so2,Jaime Ferran,so2,Buena,4,26-01-2003,2003
120030126no2,El Picarral,no2,Buena,15,26-01-2003,2003
620030127pm10,Avenida de Navarra,pm10,Razonablemente buena,30,27-01-2003,2003
620030127o3,Avenida de Navarra,o3,Buena,24,27-01-2003,2003
420030127so2,Miguel Servet,so2,Buena,20,27-01-2003,2003
420030127o3,Miguel Servet,o3,Buena,18,27-01-2003,2003
320030127o3,El Paraninfo,o3,Buena,27,27-01-2003,2003
720030128no2,Jaime Ferran,no2,Buena,15,28-01-2003,2003
320030128no2,El Paraninfo,no2,Razonablemente buena,49,28-01-2003,2003
620030129pm10,Avenida de Navarra,pm10,Buena,16,29-01-2003,2003
720030129o3,Jaime Ferran,o3,Buena,32,29-01-2003,2003
320030129so2,El Paraninfo,so2,Buena,13,29-01-2003,2003
320030129pm10,El Paraninfo,pm10,Buena,11,29-01-2003,2003
320030129co,El Paraninfo,co,Razonablemente buena,1.2,29-01-2003,2003
620030130so2,Avenida de Navarra,so2,Buena,15,30-01-2003,2003
620030130no2,Avenida de Navarra,no2,Buena,40,30-01-2003,2003
620030130o3,Avenida de Navarra,o3,Buena,31,30-01-2003,2003
320030130pm10,El Paraninfo,pm10,Buena,19,30-01-2003,2003
320030130no2,El Paraninfo,no2,Razonablemente buena,57,30-01-2003,2003
720030131so2,Jaime Ferran,so2,Buena,3,31-01-2003,2003
720030131pm10,Jaime Ferran,pm10,Razonablemente buena,36,31-01-2003,2003
320030131co,El Paraninfo,co,Razonablemente buena,1.4,31-01-2003,2003
220030201so2,Roger de Flor,so2,Buena,8,01-02-2003,2003
220030201pm10,Roger de Flor,pm10,Buena,15,01-02-2003,2003
720030201no2,Jaime Ferran,no2,Buena,15,01-02-2003,2003
720030201co,Jaime Ferran,co,Buena,0.5,01-02-2003,2003
720030201o3,Jaime Ferran,o3,Buena,37,01-02-2003,2003
320030201pm10,El Paraninfo,pm10,Buena,16,01-02-2003,2003
220030202no2,Roger de Flor,no2,Razonablemente buena,41,02-02-2003,2003
420030202no2,Miguel Servet,no2,Razonablemente buena,49,02-02-2003,2003
420030202co,Miguel Servet,co,Buena,0.8,02-02-2003,2003
620030204pm10,Avenida de Navarra,pm10,Razonablemente buena,29,04-02-2003,2003
420030204so2,Miguel Servet,so2,Buena,26,04-02-2003,2003
720030205co,Jaime Ferran,co,Buena,0.6,05-02-2003,2003
720030205sh2,Jaime Ferran,sh2,Buena,2,05-02-2003,2003
120030206pm10,El Picarral,pm10,Buena,19,06-02-2003,2003
320030206so2,El Paraninfo,so2,Buena,24,06-02-2003,2003
320030206co,El Paraninfo,co,Buena,1,06-02-2003,2003
220030207pm10,Roger de Flor,pm10,Desfavorable,55,07-02-2003,2003
220030207co,Roger de Flor,co,Razonablemente buena,1.6,07-02-2003,2003
720030207no2,Jaime Ferran,no2,Buena,27,07-02-2003,2003
320030207o3,El Paraninfo,o3,Buena,4,07-02-2003,2003
220030208so2,Roger de Flor,so2,Buena,15,08-02-2003,2003
720030208no2,Jaime Ferran,no2,Buena,21,08-02-2003,2003
720030209co,Jaime Ferran,co,Buena,0.7,09-02-2003,2003
120030209co,El Picarral,co,Razonablemente buena,1.2,09-02-2003,2003
120030209sh2,El Picarral,sh2,Buena,9,09-02-2003,2003
220030210no2,Roger de Flor,no2,Razonablemente buena,54,10-02-2003,2003
720030210so2,Jaime Ferran,so2,Buena,5,10-02-2003,2003
720030210sh2,Jaime Ferran,sh2,Buena,1.5,10-02-2003,2003
120030210no2,El Picarral,no2,Buena,36,10-02-2003,2003
120030210sh2,El Picarral,sh2,Buena,2,10-02-2003,2003
220030211so2,Roger de Flor,so2,Buena,15,11-02-2003,2003
220030211no2,Roger de Flor,no2,Razonablemente buena,56,11-02-2003,2003
720030211pm10,Jaime Ferran,pm10,Regular,49,11-02-2003,2003
720030211no2,Jaime Ferran,no2,Buena,24,11-02-2003,2003
820030211co,Renovales,co,Buena,0.6,11-02-2003,2003
420030211no2,Miguel Servet,no2,Razonablemente buena,62,11-02-2003,2003
820021115so2,Renovales,so2,Buena,11,15-11-2002,2002
820021116no2,Renovales,no2,Razonablemente buena,44,16-11-2002,2002
820021118no2,Renovales,no2,Razonablemente buena,57,18-11-2002,2002
820021119no2,Renovales,no2,Razonablemente buena,58,19-11-2002,2002
820021121no2,Renovales,no2,Buena,38,21-11-2002,2002
820021122o3,Renovales,o3,Buena,38,22-11-2002,2002
820021124pm10,Renovales,pm10,Buena,16,24-11-2002,2002
820021124no2,Renovales,no2,Razonablemente buena,41,24-11-2002,2002
820021124co,Renovales,co,Buena,0.7,24-11-2002,2002
820021124o3,Renovales,o3,Buena,23,24-11-2002,2002
820021127so2,Renovales,so2,Buena,17,27-11-2002,2002
820021127co,Renovales,co,Razonablemente buena,1.1,27-11-2002,2002
820021128pm10,Renovales,pm10,Buena,19,28-11-2002,2002
820021201so2,Renovales,so2,Buena,6,01-12-2002,2002
820021201no2,Renovales,no2,Buena,34,01-12-2002,2002
820021201co,Renovales,co,Buena,0.5,01-12-2002,2002
820021204no2,Renovales,no2,Buena,31,04-12-2002,2002
820021204o3,Renovales,o3,Buena,48,04-12-2002,2002
820021206so2,Renovales,so2,Buena,6,06-12-2002,2002
820021206o3,Renovales,o3,Razonablemente buena,51,06-12-2002,2002
820021208so2,Renovales,so2,Buena,6,08-12-2002,2002
820021208co,Renovales,co,Buena,0.5,08-12-2002,2002
720050214pm10,Jaime Ferran,pm10,Regular,44,14-02-2005,2005
720050214sh2,Jaime Ferran,sh2,Buena,3,14-02-2005,2005
320050214no2,El Paraninfo,no2,Razonablemente buena,54,14-02-2005,2005
420050215co,Miguel Servet,co,"",0.6,15-02-2005,2005
420050215o3,Miguel Servet,o3,Buena,20,15-02-2005,2005
620050216pm10,Avenida de Navarra,pm10,Razonablemente buena,27,16-02-2005,2005
720050216o3,Jaime Ferran,o3,Buena,25,16-02-2005,2005
820050216so2,Renovales,so2,Buena,6,16-02-2005,2005
620050217no2,Avenida de Navarra,no2,Razonablemente buena,47,17-02-2005,2005
720050217co,Jaime Ferran,co,"",0.7,17-02-2005,2005
120050218no2,El Picarral,no2,Buena,26,18-02-2005,2005
120050218sh2,El Picarral,sh2,Buena,5,18-02-2005,2005
220050218pm10,Roger de Flor,pm10,Razonablemente buena,29,18-02-2005,2005
720050219sh2,Jaime Ferran,sh2,Buena,4,19-02-2005,2005
620050220so2,Avenida de Navarra,so2,Buena,22,20-02-2005,2005
